org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testSetAndGet,pass,0.002,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testSize,failure
org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testRemove,pass,0.003,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testSize,failure
org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testRemoveAll,pass,0.003,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testSize,failure
org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,pass,0.133,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCheckRegistry2,failure
org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,pass,0.141,org.apache.dubbo.config.cache.CacheTest.testCache,error
org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,pass,0.157,org.apache.dubbo.config.ReferenceConfigTest.testInjvm,error
org.apache.dubbo.config.ServiceConfigTest.testProxy,pass,0.201,org.apache.dubbo.config.ReferenceConfigTest.testReferenceRetry,failure
org.apache.dubbo.config.ServiceConfigTest.testExport,pass,0.307,org.apache.dubbo.config.ReferenceConfigTest.testReferenceRetry,failure
org.apache.dubbo.config.url.InvokerSideConfigUrlTest.consumerConfUrlTest,pass,0.665,org.apache.dubbo.config.ReferenceConfigTest.testReferenceRetry,failure
org.apache.dubbo.config.url.InvokerSideConfigUrlTest.refConfUrlTest,pass,0.729,org.apache.dubbo.config.ReferenceConfigTest.testReferenceRetry,failure
org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,pass,0.158,org.apache.dubbo.config.ReferenceConfigTest.testReferenceRetry,failure
org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,pass,0.135,org.apache.dubbo.config.validation.ValidationTest.testGenericValidation,error
org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,pass,0.114,org.apache.dubbo.config.validation.ValidationTest.testProviderValidation,error
org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,pass,0.148,org.apache.dubbo.config.validation.ValidationTest.testValidation,error
org.apache.dubbo.rpc.cluster.StickyTest.testMethodsSticky,pass,0.174,org.apache.dubbo.rpc.cluster.StickyTest.testMethodStickyNoCheck,failure
org.apache.dubbo.rpc.cluster.StickyTest.testMethodStickyForceCheck,pass,0.132,org.apache.dubbo.rpc.cluster.StickyTest.testMethodStickyNoCheck,failure
org.apache.dubbo.rpc.cluster.StickyTest.testStickyForceCheck,pass,0.133,org.apache.dubbo.rpc.cluster.StickyTest.testStickyNoCheck,failure
org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithoutTag_shouldNotDowngrade,pass,0.129,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,failure
org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchTag,pass,0.111,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,failure
org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchDefault,pass,0.122,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,failure
org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithTag_shouldDowngrade,pass,0.128,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,failure
org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithoutTag_shouldNotDowngrade,pass,0.113,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,failure
org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchTag,pass,0.082,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,failure
org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchDefault,pass,0.102,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,failure
org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithTag_shouldDowngrade,pass,0.085,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,failure
org.apache.dubbo.rpc.RpcContextTest.testAsync,pass,0.126,org.apache.dubbo.rpc.proxy.javassist.JavassistProxyFactoryTest.testGetInvoker,failure
org.apache.dubbo.rpc.RpcContextTest.testAsync,pass,0.11,org.apache.dubbo.rpc.proxy.jdk.JdkProxyFactoryTest.testGetInvoker,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testStartStop,pass,2.893,org.apache.hadoop.fs.http.server.TestHttpFSServer.instrumentation,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithMissingSecretFile,pass,3.445,org.apache.hadoop.fs.http.server.TestHttpFSServer.instrumentation,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFile,pass,3.411,org.apache.hadoop.fs.http.server.TestHttpFSServer.instrumentation,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithEmptySecretFile,pass,3.409,org.apache.hadoop.fs.http.server.TestHttpFSServer.instrumentation,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithDeprecatedConfigOnly,pass,3.414,org.apache.hadoop.fs.http.server.TestHttpFSServer.instrumentation,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStop,pass,2.958,org.apache.hadoop.fs.http.server.TestHttpFSServer.instrumentation,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testJustStop,pass,0.903,org.apache.hadoop.fs.http.server.TestHttpFSServer.instrumentation,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithBothConfigOptions,pass,3.405,org.apache.hadoop.fs.http.server.TestHttpFSServer.instrumentation,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStart,pass,2.919,org.apache.hadoop.fs.http.server.TestHttpFSServer.instrumentation,failure
org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.kerberosInitializationFailure,pass,0.796,org.apache.hadoop.fs.http.server.TestHttpFSServer.instrumentation,error
org.apache.hadoop.fs.http.client.TestHttpFSWithHttpFSFileSystem.testOperationDoAs[18],pass,14.536,org.apache.hadoop.fs.http.server.TestHttpFSServerNoACLs.testWithNoAcls,error
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testStartStop,pass,3.158,org.apache.hadoop.fs.http.server.TestHttpFSServerNoACLs.testWithNoAcls,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithMissingSecretFile,pass,3.81,org.apache.hadoop.fs.http.server.TestHttpFSServerNoACLs.testWithNoAcls,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFile,pass,3.73,org.apache.hadoop.fs.http.server.TestHttpFSServerNoACLs.testWithNoAcls,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithEmptySecretFile,pass,3.566,org.apache.hadoop.fs.http.server.TestHttpFSServerNoACLs.testWithNoAcls,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithDeprecatedConfigOnly,pass,3.728,org.apache.hadoop.fs.http.server.TestHttpFSServerNoACLs.testWithNoAcls,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStop,pass,3.172,org.apache.hadoop.fs.http.server.TestHttpFSServerNoACLs.testWithNoAcls,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testJustStop,pass,1.035,org.apache.hadoop.fs.http.server.TestHttpFSServerNoACLs.testWithNoAcls,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithBothConfigOptions,pass,3.653,org.apache.hadoop.fs.http.server.TestHttpFSServerNoACLs.testWithNoAcls,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStart,pass,3.228,org.apache.hadoop.fs.http.server.TestHttpFSServerNoACLs.testWithNoAcls,failure
org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.kerberosInitializationFailure,pass,0.699,org.apache.hadoop.fs.http.server.TestHttpFSServerNoACLs.testWithNoAcls,error
org.apache.hadoop.fs.http.client.TestHttpFSFWithWebhdfsFileSystem.testOperation[13],pass,14.002,org.apache.hadoop.fs.http.server.TestHttpFSServerNoXAttrs.testWithXAttrs,error
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testStartStop,pass,4.575,org.apache.hadoop.fs.http.server.TestHttpFSServerNoXAttrs.testWithXAttrs,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithMissingSecretFile,pass,3.902,org.apache.hadoop.fs.http.server.TestHttpFSServerNoXAttrs.testWithXAttrs,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFile,pass,3.845,org.apache.hadoop.fs.http.server.TestHttpFSServerNoXAttrs.testWithXAttrs,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithEmptySecretFile,pass,3.842,org.apache.hadoop.fs.http.server.TestHttpFSServerNoXAttrs.testWithXAttrs,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithDeprecatedConfigOnly,pass,3.698,org.apache.hadoop.fs.http.server.TestHttpFSServerNoXAttrs.testWithXAttrs,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStop,pass,3.089,org.apache.hadoop.fs.http.server.TestHttpFSServerNoXAttrs.testWithXAttrs,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testJustStop,pass,1.036,org.apache.hadoop.fs.http.server.TestHttpFSServerNoXAttrs.testWithXAttrs,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithBothConfigOptions,pass,3.893,org.apache.hadoop.fs.http.server.TestHttpFSServerNoXAttrs.testWithXAttrs,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStart,pass,3.438,org.apache.hadoop.fs.http.server.TestHttpFSServerNoXAttrs.testWithXAttrs,failure
org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.kerberosInitializationFailure,pass,1.527,org.apache.hadoop.fs.http.server.TestHttpFSServerNoXAttrs.testWithXAttrs,error
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testStartStop,pass,2.851,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateFileWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithMissingSecretFile,pass,3.439,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateFileWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFile,pass,3.451,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateFileWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithEmptySecretFile,pass,3.411,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateFileWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithDeprecatedConfigOnly,pass,3.479,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateFileWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStop,pass,2.934,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateFileWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testJustStop,pass,0.911,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateFileWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithBothConfigOptions,pass,3.495,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateFileWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStart,pass,2.941,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateFileWithUnmaskedPermissions,failure
org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.kerberosInitializationFailure,pass,0.714,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateFileWithUnmaskedPermissions,error
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testStartStop,pass,2.9,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateSnapshotNoSnapshotName,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithMissingSecretFile,pass,3.365,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateSnapshotNoSnapshotName,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFile,pass,3.484,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateSnapshotNoSnapshotName,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithEmptySecretFile,pass,3.415,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateSnapshotNoSnapshotName,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithDeprecatedConfigOnly,pass,3.464,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateSnapshotNoSnapshotName,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStop,pass,2.984,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateSnapshotNoSnapshotName,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testJustStop,pass,0.924,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateSnapshotNoSnapshotName,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithBothConfigOptions,pass,3.402,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateSnapshotNoSnapshotName,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStart,pass,2.939,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateSnapshotNoSnapshotName,failure
org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.kerberosInitializationFailure,pass,0.698,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateSnapshotNoSnapshotName,error
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testStartStop,pass,2.891,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDelegationTokenOperations,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithMissingSecretFile,pass,3.521,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDelegationTokenOperations,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFile,pass,3.422,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDelegationTokenOperations,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithEmptySecretFile,pass,3.498,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDelegationTokenOperations,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithDeprecatedConfigOnly,pass,3.451,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDelegationTokenOperations,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStop,pass,2.926,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDelegationTokenOperations,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testJustStop,pass,0.931,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDelegationTokenOperations,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithBothConfigOptions,pass,3.383,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDelegationTokenOperations,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStart,pass,2.93,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDelegationTokenOperations,failure
org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.kerberosInitializationFailure,pass,0.696,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDelegationTokenOperations,error
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testStartStop,pass,3.048,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDeleteSnapshot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithMissingSecretFile,pass,3.501,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDeleteSnapshot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFile,pass,3.515,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDeleteSnapshot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithEmptySecretFile,pass,3.584,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDeleteSnapshot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithDeprecatedConfigOnly,pass,3.535,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDeleteSnapshot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStop,pass,3.057,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDeleteSnapshot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testJustStop,pass,0.962,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDeleteSnapshot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithBothConfigOptions,pass,3.658,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDeleteSnapshot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStart,pass,2.948,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDeleteSnapshot,failure
org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.kerberosInitializationFailure,pass,0.826,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDeleteSnapshot,error
org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.kerberosInitializationFailure,pass,0.859,org.apache.hadoop.fs.http.server.TestHttpFSServer.testFileAcls,error
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testStartStop,pass,3.23,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetSnapshotDiff,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithMissingSecretFile,pass,3.658,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetSnapshotDiff,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFile,pass,3.771,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetSnapshotDiff,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithEmptySecretFile,pass,3.702,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetSnapshotDiff,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithDeprecatedConfigOnly,pass,3.771,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetSnapshotDiff,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStop,pass,3.141,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetSnapshotDiff,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testJustStop,pass,1.025,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetSnapshotDiff,error
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithBothConfigOptions,pass,3.568,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetSnapshotDiff,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStart,pass,3.099,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetSnapshotDiff,error
org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.kerberosInitializationFailure,pass,0.807,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetSnapshotDiff,error
org.apache.hadoop.lib.service.instrumentation.TestInstrumentationService.timer,pass,1.881,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetSnapshotDiff,error
org.apache.hadoop.lib.servlet.TestServerWebApp.failedInit,pass,0.338,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,error
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testStartStop,pass,3.179,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithMissingSecretFile,pass,3.742,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFile,pass,3.739,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithEmptySecretFile,pass,3.85,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithDeprecatedConfigOnly,pass,3.649,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStop,pass,3.017,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testJustStop,pass,1.003,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithBothConfigOptions,pass,3.705,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStart,pass,3.207,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,failure
org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.createFileSystem,pass,11.229,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,error
org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.fileSystemExecutor,pass,12.137,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,error
org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.fileSystemCache,pass,23.346,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,error
org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.kerberosInitializationFailure,pass,0.754,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,error
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testStartStop,pass,3.036,org.apache.hadoop.fs.http.server.TestHttpFSServer.testMkdirWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithMissingSecretFile,pass,3.708,org.apache.hadoop.fs.http.server.TestHttpFSServer.testMkdirWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFile,pass,3.681,org.apache.hadoop.fs.http.server.TestHttpFSServer.testMkdirWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithEmptySecretFile,pass,3.589,org.apache.hadoop.fs.http.server.TestHttpFSServer.testMkdirWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithDeprecatedConfigOnly,pass,3.684,org.apache.hadoop.fs.http.server.TestHttpFSServer.testMkdirWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStop,pass,3.174,org.apache.hadoop.fs.http.server.TestHttpFSServer.testMkdirWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testJustStop,pass,1.01,org.apache.hadoop.fs.http.server.TestHttpFSServer.testMkdirWithUnmaskedPermissions,error
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testServiceWithSecretFileWithBothConfigOptions,pass,4.021,org.apache.hadoop.fs.http.server.TestHttpFSServer.testMkdirWithUnmaskedPermissions,failure
org.apache.hadoop.fs.http.server.TestHttpFSServerWebServer.testDoubleStart,pass,3.053,org.apache.hadoop.fs.http.server.TestHttpFSServer.testMkdirWithUnmaskedPermissions,failure
org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.kerberosInitializationFailure,pass,0.718,org.apache.hadoop.fs.http.server.TestHttpFSServer.testMkdirWithUnmaskedPermissions,error
